CaseID,Activity,Timestamp
1064,Revisit the location,6/23/2023
1064,Status: Resolved,6/24/2023
1065,Carpentry (Request received),6/8/2023
1065,Er. Manik Chandra (Assigned),6/23/2023
1065,Beni (Visits the Place),6/23/2023
1065,"Common, Common, Common, Common, Nails 1.5inch, Screw Steel-35/4, GI Washer 10 MM Dia, Machine screw-2.5"" (Indent the item)",6/23/2023
1065,Revisit the location,6/23/2023
1065,Status: Resolved,6/24/2023
1066,Civil Work (Mason) (Request received),6/10/2023
1066,Er. Avinash Mishra (Assigned),6/23/2023
1066,Suggi Lal (Visits the Place),6/23/2023
1066,"Plumbing, White Cement (Indent the item)",6/23/2023
1066,Revisit the location,6/23/2023
1066,Status: Resolved,6/24/2023
1067,Civil Work (Mason) (Request received),6/12/2023
1067,Er. Avinash Mishra (Assigned),6/23/2023
1067,Suggi Lal (Visits the Place),6/23/2023
1067,"Civil, Civil, Civil, Civil, Bharat Coop, Black Cement , Coarse Sand, Iron rod- scrap (Indent the item)",6/23/2023
1067,Revisit the location,6/23/2023
1067,Status: Resolved,6/24/2023
1068,Civil Work (Mason) (Request received),6/14/2023
1068,Er. Avinash Mishra (Assigned),6/23/2023
1068,Shyam Narayan (Visits the Place),6/23/2023
1068,"Civil, Civil, Plumbing, Civil, Black Cement , Tiles - (8inchx12inch) White, White Cement, Coarse Sand (Indent the item)",6/23/2023
1068,Revisit the location,6/23/2023
1068,Status: Resolved,6/24/2023
1069,Carpentry (Request received),6/15/2023
1069,Er. Manik Chandra (Assigned),6/23/2023
1069,Revisit the location,6/23/2023
1069,Status: Resolved,6/24/2023
1070,Electrical (Office/Academics/Hostels) (Request received),6/9/2023
1070,Er. Satya Prakash Sahu (Assigned),7/5/2023
1070,Ravi Prakash (Visits the Place),7/5/2023
1070,"Fan, Fan, Electrical, Fan, Capacitor 2.5 MFD x, Mobile Oil for fans, PVC Cable Tie-250MM, Pedestal Fan Almonard (Old) (Indent the item)",7/5/2023
1070,Status: Underway,6/13/2023
1071,Electrical (Office/Academics/Hostels) (Request received),6/13/2023
1071,Er. Satya Prakash Sahu (Assigned),7/5/2023
1071,Ravi Prakash (Visits the Place),7/5/2023
1071,"Fan, wall fan stand from scrap (Indent the item)",7/5/2023
1071,Revisit the location,7/5/2023
1071,Status: Resolved,7/6/2023
1073,Electrical (Office/Academics/Hostels) (Request received),6/6/2023
1073,Er. Satya Prakash Sahu (Assigned),6/23/2023
1073,",  (Indent the item)",6/23/2023
1073,Revisit the location,6/23/2023
1073,Status: Resolved,6/24/2023
1074,Electrical (Office/Academics/Hostels) (Request received),6/5/2023
1074,Er. Satya Prakash Sahu (Assigned),7/5/2023
1074,Charan Singh (Visits the Place),7/5/2023
1074,"Fan, Fan, Plumbing, Capacitor 2.5 MFD x, Varnish, Grease (Indent the item)",7/5/2023
1074,Revisit the location,7/5/2023
1074,Status: Resolved,7/6/2023
1075,Electrical (Office/Academics/Hostels) (Request received),6/2/2023
1075,Er. Satya Prakash Sahu (Assigned),7/5/2023
1075,Gyan Kushwaha (Visits the Place),7/5/2023
1075,"Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Electrical, Fan, Fan, Plumbing, Bearing-6201, Capacitor 2.5 MFD x, Cotton Tape Roll-1/2inch, Green Paper- 7 No., Glass Sleeving No-1 (1 mtr. length), Glass Sleeving No.2 (1 mtr. length), Thinner, Varnish, Winding wire-32 No., 1.0 Sq.mm copper wire, single core, Wire-10/76, 2 core, Numex Paper, Grease (Indent the item)",7/5/2023
1075,Revisit the location,7/5/2023
1075,Status: Resolved,7/6/2023
1076,Electrical (Office/Academics/Hostels) (Request received),6/2/2023
1076,Er. Satya Prakash Sahu (Assigned),7/5/2023
1076,Gyan Kushwaha (Visits the Place),7/5/2023
1076,"Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Plumbing, Plumbing, Bearing-6201, Capacitor 2.5 MFD x, Cotton Tape Roll-1/2inch, Green Paper- 7 No., 10/76 two core twisted wire, Glass Sleeving No-1 (1 mtr. length), Glass Sleeving No.2 (1 mtr. length), Thinner, Winding wire-32 No., Numex Paper, Washing Powder, Grease (Indent the item)",7/5/2023
1076,Revisit the location,7/5/2023
1076,Status: Resolved,7/6/2023
1077,Electrical (Office/Academics/Hostels) (Request received),6/2/2023
1077,Er. Satya Prakash Sahu (Assigned),7/5/2023
1077,"Ravi Prakash, Gyan Kushwaha (Visits the Place)",7/5/2023
1077,"Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Fan, Plumbing, Fan, Bearing-6201, Capacitor 2.5 MFD x, Exhaust Fan Blade-12inch, Green Paper- 7 No., 10/76 two core twisted wire, Glass Sleeving No-1 (1 mtr. length), Glass Sleeving No.2 (1 mtr. length), Varnish, Winding Wire-28 No., Winding Wire-30 No., Numex Paper, Grease, Cotton tape 1/2"" (Indent the item)",7/5/2023
1077,Revisit the location,7/5/2023
1077,Status: Resolved,7/6/2023
1078,Electrical (Office/Academics/Hostels) (Request received),6/2/2023
1078,Er. Satya Prakash Sahu (Assigned),7/5/2023
1078,Ravi Prakash (Visits the Place),7/5/2023
1078,"Fan, Fan, Fan, Fan, Plumbing, Bearing-6201, Capacitor 2.5 MFD x, Varnish, Bearing-6202, Grease (Indent the item)",7/5/2023
1078,Revisit the location,7/5/2023
1078,Status: Resolved,7/6/2023
1079,Electrical (Office/Academics/Hostels) (Request received),6/8/2023
1079,Er. Satya Prakash Sahu (Assigned),7/5/2023
1079,Ravi Prakash (Visits the Place),7/5/2023
1079,"Fan, Fan, Fan, Fan, Plumbing, Bearing-6201, Capacitor 2.5 MFD x, Varnish, Bearing-6202, Grease (Indent the item)",7/5/2023
1079,Revisit the location,7/5/2023
1079,Status: Resolved,7/6/2023
1081,Plumbing (Request received),6/16/2023
1081,Er. Manik Chandra (Assigned),6/20/2023
1081,Sudama (Visits the Place),6/20/2023
1081,"Common, Plumbing, Plumbing, Washer MS 10MM Dia, MS Nut bolt-(4""x9MM), Rubber packing (Indent the item)",6/20/2023
1081,Revisit the location,6/21/2023
1081,Status: Resolved,6/22/2023
1082,Plumbing (Request received),6/14/2023
1082,Er. Manik Chandra (Assigned),6/20/2023
1082,Santosh Kumar  (Visits the Place),6/21/2023
1082,"Plumbing, Tap Spindle- Something special (Indent the item)",6/20/2023
1082,Revisit the location,6/21/2023
1082,Status: Resolved,6/22/2023
1083,Plumbing (Request received),6/13/2023
1083,Er. Manik Chandra (Assigned),6/21/2023
1083,Revisit the location,6/21/2023
1083,Status: Resolved,6/22/2023
1084,Plumbing (Request received),6/13/2023
1084,Er. Manik Chandra (Assigned),6/20/2023
1084,Sudama (Visits the Place),6/20/2023
1084,"Plumbing, Plumbing, PVC Sink Jally-4inch, PVC Waste Pipe Coupling (1inchx1.25inch) (Indent the item)",6/20/2023
1084,Revisit the location,6/20/2023
1084,Status: Resolved,6/21/2023
1085,Plumbing (Request received),6/12/2023
1085,Er. Manik Chandra (Assigned),6/21/2023
1085,Santosh Kumar  (Visits the Place),6/21/2023
1085,"Plumbing, Plumbing, PVC Connection Pipe Washer, Health faucet shover (only) (Indent the item)",6/21/2023
1085,Revisit the location,6/21/2023
1085,Status: Resolved,6/22/2023
1086,Plumbing (Request received),6/12/2023
1086,Er. Manik Chandra (Assigned),6/21/2023
1086,Sudama (Visits the Place),6/21/2023
1086,"Plumbing, Cistern Handle (Indent the item)",6/21/2023
1086,Revisit the location,6/21/2023
1086,Status: Resolved,6/22/2023
1087,Plumbing (Request received),6/12/2023
1087,Er. Manik Chandra (Assigned),6/20/2023
1087,Amit Kumar (Visits the Place),6/20/2023
1087,"Plumbing, Plumbing, Plumbing, Plumbing, Aqua guard pipe (mtrs.)12MM dia, Dhaga Roll, PVC Connection Pipe Washer, Pipe Clip-3/4inch (Indent the item)",6/20/2023
1087,Revisit the location,6/20/2023
1087,Status: Resolved,6/21/2023
1088,Plumbing (Request received),6/12/2023
1088,Er. Manik Chandra (Assigned),6/21/2023
1088,Revisit the location,6/21/2023
1088,Status: Resolved,6/22/2023
1089,Plumbing (Request received),6/11/2023
1089,Er. Manik Chandra (Assigned),6/21/2023
1089,Revisit the location,6/21/2023
1089,Status: Resolved,6/22/2023
1090,Plumbing (Request received),6/10/2023
1090,Er. Manik Chandra (Assigned),6/20/2023
1090,Sudama (Visits the Place),6/20/2023
1090,"Plumbing, Grease (Indent the item)",6/20/2023
1090,Revisit the location,6/20/2023
1090,Status: Resolved,6/21/2023
1091,Plumbing (Request received),6/10/2023
1091,Er. Manik Chandra (Assigned),6/21/2023
1091,Sudama (Visits the Place),6/21/2023
1091,"Plumbing, Cistern Handle (Indent the item)",6/21/2023
1091,Revisit the location,6/21/2023
1091,Status: Resolved,6/22/2023
1092,Plumbing (Request received),6/10/2023
1092,Er. Manik Chandra (Assigned),6/21/2023
1092,Sudama (Visits the Place),6/21/2023
1092,"Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Dhaga Roll, CI Dead Plug-1/2inch, GI Elbow-1/2inch, GI Nipple-(1/2inchx2inch), GI Socket-1/2inch, cp extension-(1/2""x1 1/2"") (Indent the item)",6/21/2023
1092,Revisit the location,6/21/2023
1092,Status: Resolved,6/22/2023
1093,Plumbing (Request received),6/9/2023
1093,Er. Manik Chandra (Assigned),6/21/2023
1093,",  (Indent the item)",6/21/2023
1093,Revisit the location,6/21/2023
1093,Status: Resolved,6/22/2023
1094,Plumbing (Request received),6/9/2023
1094,Er. Manik Chandra (Assigned),6/20/2023
1094,Amit Kumar (Visits the Place),6/20/2023
1094,"Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Dhaga Roll, GI Elbow-1/2inch, MS Pipe Hook for 1/2inch Pipe, GI Nipple-(1/2inchx6inch), GI Pipe 1/2inch, Short Body Tap L&K, GI Tee 1/2inch (Indent the item)",6/20/2023
1094,Revisit the location,6/20/2023
1094,Status: Resolved,6/21/2023
1095,Plumbing (Request received),6/8/2023
1095,Er. Manik Chandra (Assigned),6/20/2023
1095,Sudama (Visits the Place),6/20/2023
1095,"Plumbing, White Cement (Indent the item)",6/20/2023
1095,Revisit the location,6/20/2023
1095,Status: Resolved,6/21/2023
1096,Plumbing (Request received),6/6/2023
1096,Er. Manik Chandra (Assigned),6/21/2023
1096,Revisit the location,6/21/2023
1096,Status: Resolved,6/22/2023
1097,Plumbing (Request received),6/8/2023
1097,Er. Manik Chandra (Assigned),6/21/2023
1097,Santosh Kumar  (Visits the Place),6/21/2023
1097,"Plumbing, Plumbing, Plumbing, PVC Connection Pipe Washer, Pipe Clip-3/4inch, cistern washer 3/4"" (Indent the item)",6/21/2023
1097,Revisit the location,6/21/2023
1097,Status: Resolved,6/22/2023
1098,Plumbing (Request received),6/8/2023
1098,Er. Manik Chandra (Assigned),6/21/2023
1098,Sudama (Visits the Place),6/21/2023
1098,"Plumbing, SS Push Cock For water Cooler (Indent the item)",6/21/2023
1098,Status: Underway,6/8/2023
1099,Plumbing (Request received),6/8/2023
1099,Er. Manik Chandra (Assigned),6/21/2023
1099,Santosh Kumar  (Visits the Place),6/21/2023
1099,"Plumbing, Tap Spindle- Something special (Indent the item)",6/21/2023
1099,Revisit the location,6/21/2023
1099,Status: Resolved,6/22/2023
1100,Plumbing (Request received),6/8/2023
1100,Er. Manik Chandra (Assigned),6/21/2023
1100,Santosh Kumar  (Visits the Place),6/21/2023
1100,"Plumbing, Camod Cover Hinze PVC (Indent the item)",6/21/2023
1100,Revisit the location,6/21/2023
1100,Status: Resolved,6/22/2023
1101,Plumbing (Request received),6/7/2023
1101,Er. Manik Chandra (Assigned),6/20/2023
1101,Santosh Kumar  (Visits the Place),6/20/2023
1101,"Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Cistern Washer-1/2inch, Tap Spindle L&K, PVC Pipe 40 MM Dia, Tap Nob (old), Cp Shaver with arm, PVC Solvent  (Indent the item)",6/20/2023
1101,Revisit the location,6/20/2023
1101,Status: Resolved,6/21/2023
1102,Plumbing (Request received),6/7/2023
1102,Er. Manik Chandra (Assigned),6/20/2023
1102,Sudama (Visits the Place),6/20/2023
1102,"Civil, Plumbing, Plumbing, Plumbing, Civil, Black Cement , Cistern Washer-1/2inch, White Cement, M Seal (100gm Pkt.), Coarse Sand (Indent the item)",6/20/2023
1102,Revisit the location,6/20/2023
1102,Status: Resolved,6/21/2023
1103,Plumbing (Request received),6/7/2023
1103,Er. Manik Chandra (Assigned),6/20/2023
1103,",  (Indent the item)",6/20/2023
1103,Revisit the location,6/20/2023
1103,Status: Resolved,6/21/2023
1104,Plumbing (Request received),6/7/2023
1104,Er. Manik Chandra (Assigned),6/20/2023
1104,Revisit the location,6/20/2023
1104,Status: Resolved,6/21/2023
1106,Plumbing (Request received),6/6/2023
1106,Er. Manik Chandra (Assigned),6/20/2023
1106,Sudama (Visits the Place),6/20/2023
1106,"Plumbing, PVC Solvent  (Indent the item)",6/20/2023
1106,Revisit the location,6/20/2023
1106,Status: Resolved,6/21/2023
1107,Plumbing (Request received),6/6/2023
1107,Er. Manik Chandra (Assigned),6/20/2023
1107,Revisit the location,6/20/2023
1107,Status: Resolved,6/21/2023
1108,Plumbing (Request received),6/5/2023
1108,Er. Manik Chandra (Assigned),6/20/2023
1108,Sudama (Visits the Place),6/20/2023
1108,"Plumbing, Tap Spindle- Something special (Indent the item)",6/20/2023
1108,Revisit the location,6/20/2023
1108,Status: Resolved,6/21/2023
1109,Carpentry (Request received),6/5/2023
1109,Er. Manik Chandra (Assigned),6/20/2023
1109,Revisit the location,6/20/2023
1109,Status: Resolved,6/21/2023
1111,Plumbing (Request received),6/6/2023
1111,Er. Manik Chandra (Assigned),6/21/2023
1111,",  (Indent the item)",6/21/2023
1111,Revisit the location,6/21/2023
1111,Status: Resolved,6/22/2023
1112,Plumbing (Request received),6/1/2023
1112,Er. Manik Chandra (Assigned),6/21/2023
1112,Amit Kumar (Visits the Place),6/21/2023
1112,"Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Dhaga Roll, PVC Waste Pipe Flexible, Grease, Tap Washer, Cp rod coupling  (Indent the item)",6/21/2023
1112,Revisit the location,6/21/2023
1112,Status: Resolved,6/22/2023
1114,Plumbing (Request received),6/19/2023
1114,Er. Manik Chandra (Assigned),6/21/2023
1114,Santosh Kumar  (Visits the Place),6/21/2023
1114,"Plumbing, Plumbing, Tap Spindle- Something special, cistern washer 3/4"" (Indent the item)",6/21/2023
1114,Revisit the location,6/21/2023
1114,Status: Resolved,6/22/2023
1115,Plumbing (Request received),6/19/2023
1115,Er. Manik Chandra (Assigned),6/21/2023
1115,Sudama (Visits the Place),6/21/2023
1115,"Plumbing, Plumbing, Dhaga Roll, Short Body Tap L&K (Indent the item)",6/21/2023
1115,Revisit the location,6/21/2023
1115,Status: Resolved,6/22/2023
1116,Plumbing (Request received),6/19/2023
1116,Er. Manik Chandra (Assigned),6/21/2023
1116,Santosh Kumar  (Visits the Place),6/21/2023
1116,"Plumbing, Plumbing, Tap Spindle L&K, PVC Connection Pipe Washer (Indent the item)",6/21/2023
1116,Revisit the location,6/21/2023
1116,Status: Resolved,6/22/2023
1117,Plumbing (Request received),6/19/2023
1117,Er. Manik Chandra (Assigned),6/21/2023
1117,",  (Indent the item)",6/21/2023
1117,Revisit the location,6/21/2023
1117,Status: Resolved,6/22/2023
1118,Plumbing (Request received),6/17/2023
1118,Er. Manik Chandra (Assigned),6/21/2023
1118,Sudama (Visits the Place),6/21/2023
1118,"Plumbing, Plumbing, Plumbing, Ball Valve-1/2inch (Brass), PVC Connection Pipe Washer, GI Nipple-(1/2inchx3inch) (Indent the item)",6/21/2023
1118,Revisit the location,6/21/2023
1118,Status: Resolved,6/22/2023
1119,Plumbing (Request received),6/16/2023
1119,Er. Manik Chandra (Assigned),6/21/2023
1119,Santosh Kumar  (Visits the Place),6/21/2023
1119,"Plumbing, Plumbing, Battery for sensor-Duracell, Battery Box for Urinal Sensor (Indent the item)",6/21/2023
1119,Revisit the location,6/21/2023
1119,Status: Resolved,6/22/2023
1120,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1120,Er. Satya Prakash Sahu (Assigned),6/21/2023
1120,Revisit the location,6/21/2023
1120,Status: Resolved,6/22/2023
1121,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1121,Er. Satya Prakash Sahu (Assigned),6/21/2023
1121,Revisit the location,6/21/2023
1121,Status: Resolved,6/22/2023
1122,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1122,Er. Satya Prakash Sahu (Assigned),6/21/2023
1122,Rajendra Prasad (Visits the Place),6/21/2023
1122,"Electrical, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",6/21/2023
1122,Revisit the location,6/21/2023
1122,Status: Resolved,6/22/2023
1123,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1123,Er. Satya Prakash Sahu (Assigned),6/21/2023
1123,",  (Indent the item)",6/21/2023
1123,Revisit the location,6/21/2023
1123,Status: Resolved,6/22/2023
1124,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1124,Er. Satya Prakash Sahu (Assigned),6/21/2023
1124,Pankaj Singh  (Visits the Place),6/21/2023
1124,"Electrical, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",6/21/2023
1124,Revisit the location,6/21/2023
1124,Status: Resolved,6/22/2023
1125,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1125,Er. Satya Prakash Sahu (Assigned),6/21/2023
1125,Anand Singh (Visits the Place),6/21/2023
1125,"Electrical, 10W LED Batten (2 ft. long) (Indent the item)",6/21/2023
1125,Revisit the location,6/21/2023
1125,Status: Resolved,6/22/2023
1126,Electrical (Office/Academics/Hostels) (Request received),6/17/2023
1126,Er. Satya Prakash Sahu (Assigned),6/21/2023
1126,Pankaj Singh  (Visits the Place),6/22/2023
1126,"Electrical, Electrical, Electrical, Electrical, Electrical, Common, Electrical, Electrical, Electrical, 4-Way modular plate, Roma, 1.0 Sq.mm copper wire, single core, 1.5 Sq.mm copper wire yellow, 1.5 Sq.mm Copper wire, BLUE, 10 amp Switch, Roma, black screw 0.75"", 20 mm, casing (25x16), 4 way PVC Open box, Panel LED Light 36 Watt (Indent the item)",6/21/2023
1126,Revisit the location,6/22/2023
1126,Status: Resolved,6/23/2023
1127,External Electrification (Request received),6/16/2023
1127,Er. Satya Prakash Sahu (Assigned),6/21/2023
1127,Hajari Prasad (Visits the Place),6/21/2023
1127,"Electrical, Electrical, Electrical, PVC Tape roll, 16 Sq.mm Cu. lugs, ring type, 16 sq.mm cu. lugs bottle type (Indent the item)",6/21/2023
1127,Status: Underway,6/14/2023
1129,External Electrification (Request received),6/14/2023
1129,Er. Satya Prakash Sahu (Assigned),6/21/2023
1129,Hajari Prasad (Visits the Place),6/21/2023
1129,"Electrical, Electrical, Common, PVC Tape roll, 16 Sq.mm 4 core al. armoured cable, Nut bolt-(1.5""x6MM) (Indent the item)",6/21/2023
1129,Revisit the location,6/21/2023
1129,Status: Resolved,6/22/2023
1130,External Electrification (Request received),6/17/2023
1130,Er. Satya Prakash Sahu (Assigned),6/21/2023
1130,",  (Indent the item)",6/21/2023
1130,Revisit the location,6/21/2023
1130,Status: Resolved,6/22/2023
1131,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),6/19/2023
1131,Er. Akhilesh Mishra (Assigned),6/21/2023
1131,Pankaj Singh  (Visits the Place),6/21/2023
1131,"Fan, Electrical, Common, Electrical, 10/76 two core twisted wire, TOP 6 amp 3 pin , PVC Gully-WP 50, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",6/21/2023
1131,Revisit the location,6/21/2023
1131,Status: Resolved,6/22/2023
1132,Electrical (Office/Academics/Hostels) (Request received),6/19/2023
1132,Er. Satya Prakash Sahu (Assigned),6/21/2023
1132,Pankaj Singh  (Visits the Place),6/21/2023
1132,"Fan, Electrical, Capacitor 2.5 MFD x, 10 amp Switch, Roma (Indent the item)",6/21/2023
1132,Revisit the location,6/21/2023
1132,Status: Resolved,6/22/2023
1133,Electrical (Office/Academics/Hostels) (Request received),6/19/2023
1133,Er. Satya Prakash Sahu (Assigned),6/21/2023
1133,Hajari Prasad (Visits the Place),6/21/2023
1133,"Electrical, Electrical, PVC Cable Tie-150MM, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",6/21/2023
1133,Revisit the location,6/21/2023
1133,Status: Resolved,6/22/2023
1134,Electrical (Office/Academics/Hostels) (Request received),6/19/2023
1134,Er. Satya Prakash Sahu (Assigned),6/21/2023
1134,Pankaj Singh  (Visits the Place),6/21/2023
1134,"Electrical, 20W LED Tuberod-old (Indent the item)",6/21/2023
1134,Revisit the location,6/23/2023
1134,Status: Resolved,6/24/2023
1135,Electrical (Office/Academics/Hostels) (Request received),6/9/2023
1135,Er. Satya Prakash Sahu (Assigned),6/23/2023
1135,Pankaj Singh  (Visits the Place),6/23/2023
1135,"Fan, Pedestal Fan Almonard (Old) (Indent the item)",6/23/2023
1135,Revisit the location,6/23/2023
1135,Status: Resolved,6/24/2023
1138,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),6/20/2023
1138,Er. Akhilesh Mishra (Assigned),6/23/2023
1138,Bablu Prasad (Visits the Place),6/23/2023
1138,"Electrical, Electrical, 1.5 Sq.mm copper wire yellow, 1.5 Sq.mm Copper wire, BLUE (Indent the item)",6/23/2023
1138,Revisit the location,6/23/2023
1138,Status: Resolved,6/24/2023
1139,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),6/20/2023
1139,Er. Akhilesh Mishra (Assigned),6/23/2023
1139,Bablu Prasad (Visits the Place),6/23/2023
1139,"Electrical, Electrical, Electrical, Electrical, MCB Box Mettalic, 2 Pole, 1.5 Sq.mm 3 core copper lead, 2.5 MM Copper wire, Black, 32 amp DP MCB (Indent the item)",6/23/2023
1139,Revisit the location,6/23/2023
1139,Status: Resolved,6/24/2023
1140,Electrical (Office/Academics/Hostels) (Request received),6/21/2023
1140,Er. Satya Prakash Sahu (Assigned),6/23/2023
1140,Vinod Yadav (Visits the Place),6/23/2023
1140,"Fan, Electrical, Mobile Oil for fans, Line Tester, Taparia (Indent the item)",6/23/2023
1140,Revisit the location,6/23/2023
1140,Status: Resolved,6/24/2023
1141,Plumbing (Request received),6/20/2023
1141,Er. Manik Chandra (Assigned),6/23/2023
1141,Sudama (Visits the Place),6/23/2023
1141,"Plumbing, Mixture Leg Washer (Indent the item)",6/23/2023
1141,Revisit the location,6/23/2023
1141,Status: Resolved,6/24/2023
1142,Plumbing (Request received),6/21/2023
1142,Er. Manik Chandra (Assigned),6/23/2023
1142,Santosh Kumar  (Visits the Place),6/23/2023
1142,"Plumbing, Mixture Led Connection 18inch (Indent the item)",6/23/2023
1142,Revisit the location,6/23/2023
1142,Status: Resolved,6/24/2023
1143,Plumbing (Request received),6/21/2023
1143,Er. Manik Chandra (Assigned),6/23/2023
1143,Sudama (Visits the Place),6/23/2023
1143,"Plumbing, Plumbing, Plumbing, Plumbing, Cp Cupper Rod-24inch, Cp Rod Washer, Dhaga Roll, Cp rod coupling  (Indent the item)",6/23/2023
1143,Revisit the location,6/23/2023
1143,Status: Resolved,6/24/2023
1144,Plumbing (Request received),6/20/2023
1144,Er. Manik Chandra (Assigned),6/23/2023
1144,Santosh Kumar  (Visits the Place),6/23/2023
1144,"Plumbing, Tap Spindle- Something special (Indent the item)",6/23/2023
1144,Revisit the location,6/23/2023
1144,Status: Resolved,6/24/2023
1145,Plumbing (Request received),6/20/2023
1145,Er. Manik Chandra (Assigned),6/23/2023
1145,"Santosh Kumar , Gyan Kannaujia (Visits the Place)",6/23/2023
1145,"Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, Plumbing, White Cement, Dhaga Roll, PVC Connection Pipe Washer, Cp waste jally H/T, Health faucet tube, Mseal Safeda (Indent the item)",6/23/2023
1145,Revisit the location,6/23/2023
1145,Status: Resolved,6/24/2023
1146,Electrical (Office/Academics/Hostels) (Request received),4/27/2023
1146,Er. Satya Prakash Sahu (Assigned),7/4/2023
1146,Hajari Prasad (Visits the Place),7/4/2023
1146,"Electrical, Electrical, Electrical, Electrical, Electrical, Electrical, 6 Way PVC Box Modular, 20 Amp Switch, Roma Modular, 6 Way Modular plate, Roma, 20 Amp Modular socket, Roma, 1.5 Sq.mm 3 core copper lead, TOP 6 amp 3 pin  (Indent the item)",7/4/2023
1146,Revisit the location,7/4/2023
1146,Status: Resolved,7/5/2023
1147,Electrical (Office/Academics/Hostels) (Request received),6/15/2023
1147,Er. Satya Prakash Sahu (Assigned),7/4/2023
1147,Vinod Yadav (Visits the Place),7/4/2023
1147,"Fan, Electrical, Common, Plumbing, Fan, Exhaust Fan-300 MM Havell, 1.5 Sq.mm copper wire yellow, GI Washer 10 MM Dia, MS Nut bolt-(4""x9MM), Exhaust fan repaired-300 MM (old) (Indent the item)",7/4/2023
1147,Revisit the location,7/4/2023
1147,Status: Resolved,7/5/2023
1148,Electrical (Office/Academics/Hostels) (Request received),6/15/2023
1148,Er. Satya Prakash Sahu (Assigned),7/4/2023
1148,Vinod Yadav (Visits the Place),7/4/2023
1148,"Fan, Capacitor 2.5 MFD x (Indent the item)",7/4/2023
1148,Revisit the location,7/4/2023
1148,Status: Resolved,7/5/2023
1149,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1149,Er. Satya Prakash Sahu (Assigned),7/4/2023
1149,Vinod Yadav (Visits the Place),7/4/2023
1149,"Fan, Capacitor 2.5 MFD x (Indent the item)",7/4/2023
1149,Revisit the location,7/4/2023
1149,Status: Resolved,7/5/2023
1150,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1150,Er. Satya Prakash Sahu (Assigned),7/4/2023
1150,Vinod Yadav (Visits the Place),7/4/2023
1150,"Electrical, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",7/4/2023
1150,Revisit the location,7/4/2023
1150,Status: Resolved,7/5/2023
1151,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1151,Er. Satya Prakash Sahu (Assigned),7/4/2023
1151,Vinod Yadav (Visits the Place),7/4/2023
1151,"Fan, Capacitor 2.5 MFD x (Indent the item)",7/4/2023
1151,Revisit the location,7/4/2023
1151,Status: Resolved,7/5/2023
1152,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1152,Er. Satya Prakash Sahu (Assigned),7/4/2023
1152,Vinod Yadav (Visits the Place),7/4/2023
1152,"Fan, Capacitor 2.5 MFD x (Indent the item)",7/4/2023
1152,Revisit the location,7/4/2023
1152,Status: Resolved,7/5/2023
1153,Electrical (Office/Academics/Hostels) (Request received),6/16/2023
1153,Er. Satya Prakash Sahu (Assigned),7/4/2023
1153,Beni (Visits the Place),7/4/2023
1153,"Civil, Wall Putty (Indent the item)",7/4/2023
1153,Revisit the location,7/4/2023
1153,Status: Resolved,7/5/2023
1154,Electrical (Office/Academics/Hostels) (Request received),6/17/2023
1154,Er. Satya Prakash Sahu (Assigned),7/4/2023
1154,Hajari Prasad (Visits the Place),7/4/2023
1154,"Electrical, 20W LED Batten Fitting (4 ft) Retrofit type (Indent the item)",7/4/2023
1154,Revisit the location,7/4/2023
1154,Status: Resolved,7/5/2023
1155,Electrical (Office/Academics/Hostels) (Request received),6/19/2023
1155,Er. Satya Prakash Sahu (Assigned),7/4/2023
1155,Vinod Yadav (Visits the Place),7/4/2023
1155,"Electrical, TOP 6 amp 3 pin  (Indent the item)",7/4/2023
1155,Revisit the location,7/4/2023
1155,Status: Resolved,7/5/2023
1156,Electrical (Residence/Visitor Hostels/Sport Complex) (Request received),6/20/2023
1156,Er. Akhilesh Mishra (Assigned),7/4/2023
1156,Beni (Visits the Place),7/4/2023
